bioguide,chamber,name,party,rank,thomas,thomas_id,title
L000582,,Ted Lieu,minority,2,02230,HSGO06,
K000385,,Robin L. Kelly,minority,3,02190,HSGO06,
L000581,,Brenda L. Lawrence,minority,4,02252,HSGO06,
M001187,,Mark Meadows,majority,1,02142,HSGO24,Chair
J000289,,Jim Jordan,majority,2,01868,HSGO24,
W000798,,Tim Walberg,majority,3,01855,HSGO24,Vice Chair
G000566,,Trey Gowdy,majority,4,02058,HSGO24,
M001184,,Thomas Massie,majority,5,02094,HSGO24,
M001182,,Mick Mulvaney,majority,6,02059,HSGO24,
B001297,,Ken Buck,majority,7,02233,HSGO24,
C001103,,"Earl L. ""Buddy"" Carter",majority,8,02236,HSGO24,
G000576,,Glenn Grothman,majority,9,02276,HSGO24,
C001078,,Gerald E. Connolly,minority,1,01959,HSGO24,Ranking Member
M000087,,Carolyn B. Maloney,minority,2,00729,HSGO24,
N000147,,Eleanor Holmes Norton,minority,3,00868,HSGO24,
C001049,,Wm. Lacy Clay,minority,4,01654,HSGO24,
P000610,,Stacey E. Plaskett,minority,5,02274,HSGO24,
L000562,,Stephen F. Lynch,minority,6,01686,HSGO24,
H001073,,Will Hurd,majority,1,02269,HSGO25,Chair
F000460,,Blake Farenthold,majority,2,02067,HSGO25,Vice Chair
W000819,,Mark Walker,majority,3,02255,HSGO25,
B001294,,Rod Blum,majority,4,02241,HSGO25,
G000565,,Paul A. Gosar,majority,5,01992,HSGO25,
K000385,,Robin L. Kelly,minority,1,02190,HSGO25,Ranking Member
C001078,,Gerald E. Connolly,minority,2,01959,HSGO25,
D000622,,Tammy Duckworth,minority,3,02123,HSGO25,
L000582,,Ted Lieu,minority,4,02230,HSGO25,
J000289,,Jim Jordan,majority,1,01868,HSGO27,Chair
W000798,,Tim Walberg,majority,2,01855,HSGO27,
D000616,,Scott DesJarlais,majority,3,02062,HSGO27,
G000566,,Trey Gowdy,majority,4,02058,HSGO27,
M001187,,Mark Meadows,majority,6,02142,HSGO27,
D000621,,Ron DeSantis,majority,7,02116,HSGO27,
M001182,,Mick Mulvaney,majority,8,02059,HSGO27,Vice Chair
W000819,,Mark Walker,majority,9,02255,HSGO27,
H001071,,Jody B. Hice,majority,10,02237,HSGO27,
C001103,,"Earl L. ""Buddy"" Carter",majority,11,02236,HSGO27,
N000147,,Eleanor Holmes Norton,minority,1,00868,HSGO27,Ranking Member
W000822,,Bonnie Watson Coleman,minority,2,02259,HSGO27,
D000623,,Mark DeSaulnier,minority,3,02227,HSGO27,
B001296,,Brendan F. Boyle,minority,4,02267,HSGO27,
C000754,,Jim Cooper,minority,5,00231,HSGO27,
L000580,,Michelle Lujan Grisham,minority,6,02146,HSGO27,
G000565,,Paul A. Gosar,majority,2,01992,HSGO28,
F000460,,Blake Farenthold,majority,3,02067,HSGO28,
B001297,,Ken Buck,majority,4,02233,HSGO28,Vice Chair
R000604,,Steve Russell,majority,5,02265,HSGO28,
P000609,,Gary J. Palmer,majority,6,02221,HSGO28,
L000581,,Brenda L. Lawrence,minority,1,02252,HSGO28,Ranking Member
P000610,,Stacey E. Plaskett,minority,2,02274,HSGO28,
T000463,,Michael R. Turner,majority,2,01741,HSGO29,
D000533,,John J. Duncan Jr.,majority,3,00322,HSGO29,
A000367,,Justin Amash,majority,4,02029,HSGO29,
M001184,,Thomas Massie,majority,5,02094,HSGO29,
G000576,,Glenn Grothman,majority,6,02276,HSGO29,Vice Chair
D000622,,Tammy Duckworth,minority,1,02123,HSGO29,Ranking Member
W000822,,Bonnie Watson Coleman,minority,2,02259,HSGO29,
D000623,,Mark DeSaulnier,minority,3,02227,HSGO29,
B001296,,Brendan F. Boyle,minority,4,02267,HSGO29,
H001045,,Gregg Harper,majority,2,01933,HSHA,
D000619,,Rodney Davis,majority,4,02126,HSHA,
C001105,,Barbara Comstock,majority,5,02273,HSHA,
W000819,,Mark Walker,majority,6,02255,HSHA,
B001227,,Robert A. Brady,minority,1,01469,HSHA,Ranking Member
L000397,,Zoe Lofgren,minority,2,00701,HSHA,
V000130,,Juan Vargas,minority,3,02112,HSHA,
M001157,,Michael T. McCaul,majority,1,01804,HSHM,Chair
S000583,,Lamar Smith,majority,2,01075,HSHM,
K000210,,Peter T. King,majority,3,00635,HSHM,
R000575,,Mike Rogers,majority,4,01704,HSHM,
D000615,,Jeff Duncan,majority,6,02057,HSHM,
M001179,,Tom Marino,majority,7,02053,HSHM,
B001269,,Lou Barletta,majority,8,02054,HSHM,
P000605,,Scott Perry,majority,9,02157,HSHM,
K000386,,John Katko,majority,11,02264,HSHM,
H001073,,Will Hurd,majority,12,02269,HSHM,
C001103,,"Earl L. ""Buddy"" Carter",majority,13,02236,HSHM,
W000819,,Mark Walker,majority,14,02255,HSHM,
L000583,,Barry Loudermilk,majority,15,02238,HSHM,
M001197,,Martha McSally,majority,16,02225,HSHM,
R000601,,John Ratcliffe,majority,17,02268,HSHM,
D000625,,Daniel M. Donovan Jr.,majority,18,02293,HSHM,
T000193,,Bennie G. Thompson,minority,1,01151,HSHM,Ranking Member
J000032,,Sheila Jackson Lee,minority,3,00588,HSHM,
L000559,,James R. Langevin,minority,4,01668,HSHM,
H001038,,Brian Higgins,minority,5,01794,HSHM,
R000588,,Cedric L. Richmond,minority,6,02023,HSHM,
K000375,,William R. Keating,minority,7,02025,HSHM,
P000604,,Donald M. Payne Jr.,minority,8,02097,HSHM,
V000132,,Filemon Vela,minority,9,02167,HSHM,
W000822,,Bonnie Watson Coleman,minority,10,02259,HSHM,
R000602,,Kathleen M. Rice,minority,11,02262,HSHM,
T000474,,Norma J. Torres,minority,12,02231,HSHM,
K000210,,Peter T. King,majority,1,00635,HSHM05,Chair
B001269,,Lou Barletta,majority,3,02054,HSHM05,
K000386,,John Katko,majority,4,02264,HSHM05,
H001073,,Will Hurd,majority,5,02269,HSHM05,
M001157,,Michael T. McCaul,majority,6,01804,HSHM05,Ex Officio
H001038,,Brian Higgins,minority,1,01794,HSHM05,Ranking Member
K000375,,William R. Keating,minority,2,02025,HSHM05,
V000132,,Filemon Vela,minority,3,02167,HSHM05,
T000193,,Bennie G. Thompson,minority,4,01151,HSHM05,Ex Officio
K000386,,John Katko,majority,1,02264,HSHM07,Chair
R000575,,Mike Rogers,majority,2,01704,HSHM07,
C001103,,"Earl L. ""Buddy"" Carter",majority,3,02236,HSHM07,
W000819,,Mark Walker,majority,4,02255,HSHM07,
R000601,,John Ratcliffe,majority,5,02268,HSHM07,
M001157,,Michael T. McCaul,majority,6,01804,HSHM07,Ex Officio
R000602,,Kathleen M. Rice,minority,1,02262,HSHM07,Ranking Member
K000375,,William R. Keating,minority,2,02025,HSHM07,
P000604,,Donald M. Payne Jr.,minority,3,02097,HSHM07,
T000193,,Bennie G. Thompson,minority,4,01151,HSHM07,Ex Officio
R000601,,John Ratcliffe,majority,1,02268,HSHM08,Chair
K000210,,Peter T. King,majority,2,00635,HSHM08,
M001179,,Tom Marino,majority,3,02053,HSHM08,
P000605,,Scott Perry,majority,4,02157,HSHM08,
D000625,,Daniel M. Donovan Jr.,majority,6,02293,HSHM08,
M001157,,Michael T. McCaul,majority,7,01804,HSHM08,Ex Officio
R000588,,Cedric L. Richmond,minority,1,02023,HSHM08,Ranking Member
J000032,,Sheila Jackson Lee,minority,3,00588,HSHM08,
L000559,,James R. Langevin,minority,4,01668,HSHM08,
T000193,,Bennie G. Thompson,minority,5,01151,HSHM08,Ex Officio
P000605,,Scott Perry,majority,1,02157,HSHM09,Chair
D000615,,Jeff Duncan,majority,2,02057,HSHM09,
C001103,,"Earl L. ""Buddy"" Carter",majority,4,02236,HSHM09,
L000583,,Barry Loudermilk,majority,5,02238,HSHM09,
M001157,,Michael T. McCaul,majority,6,01804,HSHM09,Ex Officio
W000822,,Bonnie Watson Coleman,minority,1,02259,HSHM09,Ranking Member
R000588,,Cedric L. Richmond,minority,2,02023,HSHM09,
T000474,,Norma J. Torres,minority,3,02231,HSHM09,
T000193,,Bennie G. Thompson,minority,4,01151,HSHM09,Ex Officio
M001197,,Martha McSally,majority,1,02225,HSHM11,Chair
S000583,,Lamar Smith,majority,2,01075,HSHM11,
R000575,,Mike Rogers,majority,3,01704,HSHM11,
D000615,,Jeff Duncan,majority,5,02057,HSHM11,
B001269,,Lou Barletta,majority,6,02054,HSHM11,
H001073,,Will Hurd,majority,7,02269,HSHM11,
M001157,,Michael T. McCaul,majority,8,01804,HSHM11,Ex Officio
V000132,,Filemon Vela,minority,1,02167,HSHM11,Ranking Member
J000032,,Sheila Jackson Lee,minority,3,00588,HSHM11,
H001038,,Brian Higgins,minority,4,01794,HSHM11,
T000474,,Norma J. Torres,minority,5,02231,HSHM11,
T000193,,Bennie G. Thompson,minority,6,01151,HSHM11,Ex Officio
D000625,,Daniel M. Donovan Jr.,majority,1,02293,HSHM12,Chair
M001179,,Tom Marino,majority,2,02053,HSHM12,
W000819,,Mark Walker,majority,3,02255,HSHM12,
L000583,,Barry Loudermilk,majority,4,02238,HSHM12,
M001197,,Martha McSally,majority,5,02225,HSHM12,
M001157,,Michael T. McCaul,majority,6,01804,HSHM12,Ex Officio
P000604,,Donald M. Payne Jr.,minority,1,02097,HSHM12,Ranking Member
W000822,,Bonnie Watson Coleman,minority,2,02259,HSHM12,
R000602,,Kathleen M. Rice,minority,3,02262,HSHM12,
T000193,,Bennie G. Thompson,minority,4,01151,HSHM12,Ex Officio
U000031,,Fred Upton,majority,1,01177,HSIF,Chair
B000213,,Joe Barton,majority,2,00062,HSIF,
S000364,,John Shimkus,majority,3,01527,HSIF,
W000791,,Greg Walden,majority,5,01596,HSIF,
M001151,,Tim Murphy,majority,6,01744,HSIF,
B001248,,Michael C. Burgess,majority,7,01751,HSIF,
B001243,,Marsha Blackburn,majority,8,01748,HSIF,Vice Chair
S001176,,Steve Scalise,majority,9,01892,HSIF,
L000566,,Robert E. Latta,majority,10,01885,HSIF,
M001159,,Cathy McMorris Rodgers,majority,11,01809,HSIF,
H001045,,Gregg Harper,majority,12,01933,HSIF,
L000567,,Leonard Lance,majority,13,01936,HSIF,
G000558,,Brett Guthrie,majority,14,01922,HSIF,
O000168,,Pete Olson,majority,15,01955,HSIF,
M001180,,David B. McKinley,majority,16,02074,HSIF,
P000602,,Mike Pompeo,majority,17,02022,HSIF,
K000378,,Adam Kinzinger,majority,18,02014,HSIF,
G000568,,H. Morgan Griffith,majority,19,02070,HSIF,
B001257,,Gus M. Bilirakis,majority,20,01838,HSIF,
J000292,,Bill Johnson,majority,21,02046,HSIF,
L000576,,Billy Long,majority,22,02033,HSIF,
B001275,,Larry Bucshon,majority,24,02018,HSIF,
F000461,,Bill Flores,majority,25,02065,HSIF,
B001284,,Susan W. Brooks,majority,26,02129,HSIF,
M001190,,Markwayne Mullin,majority,27,02156,HSIF,
H001067,,Richard Hudson,majority,28,02140,HSIF,
C001092,,Chris Collins,majority,29,02151,HSIF,
C001096,,Kevin Cramer,majority,30,02144,HSIF,
P000034,,Frank Pallone Jr.,minority,1,00887,HSIF,Ranking Member
R000515,,Bobby L. Rush,minority,2,01003,HSIF,
E000215,,Anna G. Eshoo,minority,3,00355,HSIF,
E000179,,Eliot L. Engel,minority,4,00344,HSIF,
G000410,,Gene Green,minority,5,00462,HSIF,
D000197,,Diana DeGette,minority,6,01479,HSIF,
D000482,,Michael F. Doyle,minority,8,00316,HSIF,
S001145,,Janice D. Schakowsky,minority,9,01588,HSIF,
B001251,,G. K. Butterfield,minority,10,01761,HSIF,
M001163,,Doris O. Matsui,minority,11,01814,HSIF,
C001066,,Kathy Castor,minority,12,01839,HSIF,
S001168,,John P. Sarbanes,minority,13,01854,HSIF,
M001166,,Jerry McNerney,minority,14,01832,HSIF,
W000800,,Peter Welch,minority,15,01879,HSIF,
L000570,,Ben Ray Luján,minority,16,01939,HSIF,
T000469,,Paul Tonko,minority,17,01942,HSIF,
Y000062,,John A. Yarmuth,minority,18,01853,HSIF,
C001067,,Yvette D. Clarke,minority,19,01864,HSIF,
L000565,,David Loebsack,minority,20,01846,HSIF,
S001180,,Kurt Schrader,minority,21,01950,HSIF,
K000379,,Joseph P. Kennedy III,minority,22,02172,HSIF,
C001097,,Tony Cárdenas,minority,23,02107,HSIF,
M001151,,Tim Murphy,majority,1,01744,HSIF02,Chair
M001180,,David B. McKinley,majority,2,02074,HSIF02,Vice Chair
B001248,,Michael C. Burgess,majority,3,01751,HSIF02,
B001243,,Marsha Blackburn,majority,4,01748,HSIF02,
G000568,,H. Morgan Griffith,majority,5,02070,HSIF02,
B001275,,Larry Bucshon,majority,6,02018,HSIF02,
F000461,,Bill Flores,majority,7,02065,HSIF02,
B001284,,Susan W. Brooks,majority,8,02129,HSIF02,
M001190,,Markwayne Mullin,majority,9,02156,HSIF02,
H001067,,Richard Hudson,majority,10,02140,HSIF02,
C001092,,Chris Collins,majority,11,02151,HSIF02,
C001096,,Kevin Cramer,majority,12,02144,HSIF02,
B000213,,Joe Barton,majority,13,00062,HSIF02,
U000031,,Fred Upton,majority,14,01177,HSIF02,Ex Officio
D000197,,Diana DeGette,minority,1,01479,HSIF02,Ranking Member
S001145,,Janice D. Schakowsky,minority,2,01588,HSIF02,
C001066,,Kathy Castor,minority,3,01839,HSIF02,
T000469,,Paul Tonko,minority,4,01942,HSIF02,
Y000062,,John A. Yarmuth,minority,5,01853,HSIF02,
C001067,,Yvette D. Clarke,minority,6,01864,HSIF02,
K000379,,Joseph P. Kennedy III,minority,7,02172,HSIF02,
G000410,,Gene Green,minority,8,00462,HSIF02,
W000800,,Peter Welch,minority,9,01879,HSIF02,
P000034,,Frank Pallone Jr.,minority,10,00887,HSIF02,Ex Officio
O000168,,Pete Olson,majority,1,01955,HSIF03,Vice Chair
S000364,,John Shimkus,majority,2,01527,HSIF03,
L000566,,Robert E. Latta,majority,4,01885,HSIF03,
H001045,,Gregg Harper,majority,5,01933,HSIF03,
M001180,,David B. McKinley,majority,6,02074,HSIF03,
P000602,,Mike Pompeo,majority,7,02022,HSIF03,
K000378,,Adam Kinzinger,majority,8,02014,HSIF03,
G000568,,H. Morgan Griffith,majority,9,02070,HSIF03,
J000292,,Bill Johnson,majority,10,02046,HSIF03,
L000576,,Billy Long,majority,11,02033,HSIF03,
F000461,,Bill Flores,majority,13,02065,HSIF03,
M001190,,Markwayne Mullin,majority,14,02156,HSIF03,
H001067,,Richard Hudson,majority,15,02140,HSIF03,
B000213,,Joe Barton,majority,16,00062,HSIF03,
U000031,,Fred Upton,majority,18,01177,HSIF03,Ex Officio
R000515,,Bobby L. Rush,minority,1,01003,HSIF03,Ranking Member
M001166,,Jerry McNerney,minority,2,01832,HSIF03,
T000469,,Paul Tonko,minority,3,01942,HSIF03,
E000179,,Eliot L. Engel,minority,4,00344,HSIF03,
G000410,,Gene Green,minority,5,00462,HSIF03,
D000482,,Michael F. Doyle,minority,7,00316,HSIF03,
C001066,,Kathy Castor,minority,8,01839,HSIF03,
S001168,,John P. Sarbanes,minority,9,01854,HSIF03,
W000800,,Peter Welch,minority,10,01879,HSIF03,
Y000062,,John A. Yarmuth,minority,11,01853,HSIF03,
L000565,,David Loebsack,minority,12,01846,HSIF03,
P000034,,Frank Pallone Jr.,minority,13,00887,HSIF03,Ex Officio
G000558,,Brett Guthrie,majority,2,01922,HSIF14,Vice Chair
S000364,,John Shimkus,majority,3,01527,HSIF14,
M001151,,Tim Murphy,majority,4,01744,HSIF14,
B001248,,Michael C. Burgess,majority,5,01751,HSIF14,
B001243,,Marsha Blackburn,majority,6,01748,HSIF14,
M001159,,Cathy McMorris Rodgers,majority,7,01809,HSIF14,
L000567,,Leonard Lance,majority,8,01936,HSIF14,
G000568,,H. Morgan Griffith,majority,9,02070,HSIF14,
B001257,,Gus M. Bilirakis,majority,10,01838,HSIF14,
L000576,,Billy Long,majority,11,02033,HSIF14,
B001275,,Larry Bucshon,majority,13,02018,HSIF14,
B001284,,Susan W. Brooks,majority,14,02129,HSIF14,
C001092,,Chris Collins,majority,15,02151,HSIF14,
B000213,,Joe Barton,majority,16,00062,HSIF14,
U000031,,Fred Upton,majority,18,01177,HSIF14,Ex Officio
G000410,,Gene Green,minority,1,00462,HSIF14,Ranking Member
E000179,,Eliot L. Engel,minority,2,00344,HSIF14,
S001145,,Janice D. Schakowsky,minority,4,01588,HSIF14,
B001251,,G. K. Butterfield,minority,5,01761,HSIF14,
C001066,,Kathy Castor,minority,6,01839,HSIF14,
S001168,,John P. Sarbanes,minority,7,01854,HSIF14,
M001163,,Doris O. Matsui,minority,8,01814,HSIF14,
L000570,,Ben Ray Luján,minority,9,01939,HSIF14,
S001180,,Kurt Schrader,minority,10,01950,HSIF14,
K000379,,Joseph P. Kennedy III,minority,11,02172,HSIF14,
C001097,,Tony Cárdenas,minority,12,02107,HSIF14,
P000034,,Frank Pallone Jr.,minority,13,00887,HSIF14,Ex Officio
W000791,,Greg Walden,majority,1,01596,HSIF16,Chair
L000566,,Robert E. Latta,majority,2,01885,HSIF16,Vice Chair
S000364,,John Shimkus,majority,3,01527,HSIF16,
B001243,,Marsha Blackburn,majority,4,01748,HSIF16,
S001176,,Steve Scalise,majority,5,01892,HSIF16,
L000567,,Leonard Lance,majority,6,01936,HSIF16,
G000558,,Brett Guthrie,majority,7,01922,HSIF16,
O000168,,Pete Olson,majority,8,01955,HSIF16,
P000602,,Mike Pompeo,majority,9,02022,HSIF16,
K000378,,Adam Kinzinger,majority,10,02014,HSIF16,
B001257,,Gus M. Bilirakis,majority,11,01838,HSIF16,
J000292,,Bill Johnson,majority,12,02046,HSIF16,
L000576,,Billy Long,majority,13,02033,HSIF16,
C001092,,Chris Collins,majority,15,02151,HSIF16,
C001096,,Kevin Cramer,majority,16,02144,HSIF16,
B000213,,Joe Barton,majority,17,00062,HSIF16,
U000031,,Fred Upton,majority,18,01177,HSIF16,Ex Officio
E000215,,Anna G. Eshoo,minority,1,00355,HSIF16,Ranking Member
D000482,,Michael F. Doyle,minority,2,00316,HSIF16,
W000800,,Peter Welch,minority,3,01879,HSIF16,
Y000062,,John A. Yarmuth,minority,4,01853,HSIF16,
C001067,,Yvette D. Clarke,minority,5,01864,HSIF16,
L000565,,David Loebsack,minority,6,01846,HSIF16,
R000515,,Bobby L. Rush,minority,7,01003,HSIF16,
D000197,,Diana DeGette,minority,8,01479,HSIF16,
B001251,,G. K. Butterfield,minority,9,01761,HSIF16,
M001163,,Doris O. Matsui,minority,10,01814,HSIF16,
M001166,,Jerry McNerney,minority,11,01832,HSIF16,
L000570,,Ben Ray Luján,minority,12,01939,HSIF16,
P000034,,Frank Pallone Jr.,minority,13,00887,HSIF16,Ex Officio
B001248,,Michael C. Burgess,majority,1,01751,HSIF17,Chair
L000567,,Leonard Lance,majority,2,01936,HSIF17,Vice Chair
B001243,,Marsha Blackburn,majority,3,01748,HSIF17,
H001045,,Gregg Harper,majority,4,01933,HSIF17,
G000558,,Brett Guthrie,majority,5,01922,HSIF17,
O000168,,Pete Olson,majority,6,01955,HSIF17,
P000602,,Mike Pompeo,majority,7,02022,HSIF17,
K000378,,Adam Kinzinger,majority,8,02014,HSIF17,
B001257,,Gus M. Bilirakis,majority,9,01838,HSIF17,
B001284,,Susan W. Brooks,majority,10,02129,HSIF17,
M001190,,Markwayne Mullin,majority,11,02156,HSIF17,
U000031,,Fred Upton,majority,12,01177,HSIF17,Ex Officio
S001145,,Janice D. Schakowsky,minority,1,01588,HSIF17,Ranking Member
C001067,,Yvette D. Clarke,minority,2,01864,HSIF17,
K000379,,Joseph P. Kennedy III,minority,3,02172,HSIF17,
C001097,,Tony Cárdenas,minority,4,02107,HSIF17,
R000515,,Bobby L. Rush,minority,5,01003,HSIF17,
B001251,,G. K. Butterfield,minority,6,01761,HSIF17,
W000800,,Peter Welch,minority,7,01879,HSIF17,
P000034,,Frank Pallone Jr.,minority,8,00887,HSIF17,Ex Officio
S000364,,John Shimkus,majority,1,01527,HSIF18,Chair
H001045,,Gregg Harper,majority,2,01933,HSIF18,Vice Chair
M001151,,Tim Murphy,majority,4,01744,HSIF18,
L000566,,Robert E. Latta,majority,5,01885,HSIF18,
M001180,,David B. McKinley,majority,6,02074,HSIF18,
J000292,,Bill Johnson,majority,7,02046,HSIF18,
B001275,,Larry Bucshon,majority,8,02018,HSIF18,
F000461,,Bill Flores,majority,9,02065,HSIF18,
H001067,,Richard Hudson,majority,10,02140,HSIF18,
C001096,,Kevin Cramer,majority,11,02144,HSIF18,
U000031,,Fred Upton,majority,13,01177,HSIF18,Ex Officio
T000469,,Paul Tonko,minority,1,01942,HSIF18,Ranking Member
S001180,,Kurt Schrader,minority,2,01950,HSIF18,
G000410,,Gene Green,minority,3,00462,HSIF18,
D000197,,Diana DeGette,minority,4,01479,HSIF18,
D000482,,Michael F. Doyle,minority,6,00316,HSIF18,
M001166,,Jerry McNerney,minority,7,01832,HSIF18,
C001097,,Tony Cárdenas,minority,8,02107,HSIF18,
P000034,,Frank Pallone Jr.,minority,9,00887,HSIF18,Ex Officio
B001250,,Rob Bishop,majority,1,01753,HSII,Chair
Y000033,,Don Young,majority,2,01256,HSII,
G000552,,Louie Gohmert,majority,3,01801,HSII,
L000564,,Doug Lamborn,majority,4,01834,HSII,
W000804,,Robert J. Wittman,majority,5,01886,HSII,
M001177,,Tom McClintock,majority,7,01908,HSII,
T000467,,Glenn Thompson,majority,8,01952,HSII,
D000615,,Jeff Duncan,majority,11,02057,HSII,
G000565,,Paul A. Gosar,majority,12,01992,HSII,
L000573,,Raúl R. Labrador,majority,13,02011,HSII,
L000578,,Doug LaMalfa,majority,14,02100,HSII,
D000612,,Jeff Denham,majority,15,01995,HSII,
C001094,,Paul Cook,majority,16,02103,HSII,
W000821,,Bruce Westerman,majority,17,02224,HSII,
G000577,,Garret Graves,majority,18,02245,HSII,
N000189,,Dan Newhouse,majority,19,02275,HSII,
Z000018,,Ryan K. Zinke,majority,20,02254,HSII,
H001071,,Jody B. Hice,majority,21,02237,HSII,
R000600,,Aumua Amata Coleman Radewagen,majority,22,02222,HSII,
M001193,,Thomas MacArthur,majority,23,02258,HSII,
M001195,,Alexander X. Mooney,majority,24,02277,HSII,
L000585,,Darin LaHood,majority,26,02295,HSII,
G000551,,Raúl M. Grijalva,minority,1,01708,HSII,Ranking Member
N000179,,Grace F. Napolitano,minority,2,01602,HSII,
B001245,,Madeleine Z. Bordallo,minority,3,01723,HSII,
C001059,,Jim Costa,minority,4,01774,HSII,
S001177,,Gregorio Kilili Camacho Sablan,minority,5,01962,HSII,
T000465,,Niki Tsongas,minority,6,01884,HSII,
H001068,,Jared Huffman,minority,8,02101,HSII,
R000599,,Raul Ruiz,minority,9,02109,HSII,
L000579,,Alan S. Lowenthal,minority,10,02111,HSII,
B001292,,Donald S. Beyer Jr.,minority,11,02272,HSII,
T000474,,Norma J. Torres,minority,12,02231,HSII,
D000624,,Debbie Dingell,minority,13,02251,HSII,
G000574,,Ruben Gallego,minority,14,02226,HSII,
P000598,,Jared Polis,minority,16,01910,HSII,
C001049,,Wm. Lacy Clay,minority,17,01654,HSII,
L000564,,Doug Lamborn,majority,1,01834,HSII06,Chair
G000552,,Louie Gohmert,majority,2,01801,HSII06,
W000804,,Robert J. Wittman,majority,3,01886,HSII06,
T000467,,Glenn Thompson,majority,5,01952,HSII06,
D000615,,Jeff Duncan,majority,8,02057,HSII06,
G000565,,Paul A. Gosar,majority,9,01992,HSII06,
L000573,,Raúl R. Labrador,majority,10,02011,HSII06,
C001094,,Paul Cook,majority,11,02103,HSII06,
G000577,,Garret Graves,majority,12,02245,HSII06,
Z000018,,Ryan K. Zinke,majority,13,02254,HSII06,
H001071,,Jody B. Hice,majority,14,02237,HSII06,
M001195,,Alexander X. Mooney,majority,15,02277,HSII06,
B001250,,Rob Bishop,majority,17,01753,HSII06,Ex Officio
L000579,,Alan S. Lowenthal,minority,1,02111,HSII06,Ranking Member
C001059,,Jim Costa,minority,2,01774,HSII06,
T000465,,Niki Tsongas,minority,3,01884,HSII06,
B001292,,Donald S. Beyer Jr.,minority,4,02272,HSII06,
G000574,,Ruben Gallego,minority,5,02226,HSII06,
P000598,,Jared Polis,minority,7,01910,HSII06,
G000551,,Raúl M. Grijalva,minority,15,01708,HSII06,Ex Officio
M001177,,Tom McClintock,majority,1,01908,HSII10,Chair
Y000033,,Don Young,majority,2,01256,HSII10,
G000552,,Louie Gohmert,majority,3,01801,HSII10,
T000467,,Glenn Thompson,majority,4,01952,HSII10,
L000573,,Raúl R. Labrador,majority,6,02011,HSII10,
L000578,,Doug LaMalfa,majority,7,02100,HSII10,
W000821,,Bruce Westerman,majority,8,02224,HSII10,
N000189,,Dan Newhouse,majority,9,02275,HSII10,
Z000018,,Ryan K. Zinke,majority,10,02254,HSII10,
H001071,,Jody B. Hice,majority,11,02237,HSII10,
M001193,,Thomas MacArthur,majority,12,02258,HSII10,
L000585,,Darin LaHood,majority,14,02295,HSII10,
B001250,,Rob Bishop,majority,15,01753,HSII10,Ex Officio
T000465,,Niki Tsongas,minority,1,01884,HSII10,Ranking Member
B001292,,Donald S. Beyer Jr.,minority,2,02272,HSII10,
H001068,,Jared Huffman,minority,4,02101,HSII10,
L000579,,Alan S. Lowenthal,minority,5,02111,HSII10,
D000624,,Debbie Dingell,minority,6,02251,HSII10,
P000598,,Jared Polis,minority,8,01910,HSII10,
G000551,,Raúl M. Grijalva,minority,13,01708,HSII10,Ex Officio
Y000033,,Don Young,majority,2,01256,HSII13,
W000804,,Robert J. Wittman,majority,3,01886,HSII13,
M001177,,Tom McClintock,majority,4,01908,HSII13,
D000615,,Jeff Duncan,majority,6,02057,HSII13,
G000565,,Paul A. Gosar,majority,7,01992,HSII13,
L000578,,Doug LaMalfa,majority,8,02100,HSII13,
D000612,,Jeff Denham,majority,9,01995,HSII13,
G000577,,Garret Graves,majority,10,02245,HSII13,
N000189,,Dan Newhouse,majority,11,02275,HSII13,
M001193,,Thomas MacArthur,majority,12,02258,HSII13,
B001250,,Rob Bishop,majority,13,01753,HSII13,Ex Officio
H001068,,Jared Huffman,minority,1,02101,HSII13,Ranking Member
N000179,,Grace F. Napolitano,minority,2,01602,HSII13,
C001059,,Jim Costa,minority,3,01774,HSII13,
G000574,,Ruben Gallego,minority,4,02226,HSII13,
B001245,,Madeleine Z. Bordallo,minority,5,01723,HSII13,
S001177,,Gregorio Kilili Camacho Sablan,minority,6,01962,HSII13,
R000599,,Raul Ruiz,minority,7,02109,HSII13,
L000579,,Alan S. Lowenthal,minority,8,02111,HSII13,
T000474,,Norma J. Torres,minority,9,02231,HSII13,
D000624,,Debbie Dingell,minority,10,02251,HSII13,
G000551,,Raúl M. Grijalva,minority,11,01708,HSII13,Ex Officio
G000552,,Louie Gohmert,majority,1,01801,HSII15,Chair
L000564,,Doug Lamborn,majority,2,01834,HSII15,
L000573,,Raúl R. Labrador,majority,3,02011,HSII15,
W000821,,Bruce Westerman,majority,4,02224,HSII15,
H001071,,Jody B. Hice,majority,5,02237,HSII15,
R000600,,Aumua Amata Coleman Radewagen,majority,6,02222,HSII15,
M001195,,Alexander X. Mooney,majority,7,02277,HSII15,
L000585,,Darin LaHood,majority,8,02295,HSII15,
B001250,,Rob Bishop,majority,9,01753,HSII15,Ex Officio
D000624,,Debbie Dingell,minority,1,02251,HSII15,Ranking Member
H001068,,Jared Huffman,minority,2,02101,HSII15,
G000574,,Ruben Gallego,minority,3,02226,HSII15,
P000598,,Jared Polis,minority,4,01910,HSII15,
C001049,,Wm. Lacy Clay,minority,5,01654,HSII15,
G000551,,Raúl M. Grijalva,minority,7,01708,HSII15,Ex Officio
Y000033,,Don Young,majority,1,01256,HSII24,Chair
G000565,,Paul A. Gosar,majority,3,01992,HSII24,
L000578,,Doug LaMalfa,majority,4,02100,HSII24,
