bioguide,chamber,name,party,rank,thomas,thomas_id,title
N000181,,Devin Nunes,majority,1,01710,HLIG,Chair
C001062,,K. Michael Conaway,majority,3,01805,HLIG,
K000210,,Peter T. King,majority,4,00635,HLIG,
L000554,,Frank A. LoBiondo,majority,5,00699,HLIG,
R000583,,Thomas J. Rooney,majority,7,01916,HLIG,
P000602,,Mike Pompeo,majority,9,02022,HLIG,
R000435,,Ileana Ros-Lehtinen,majority,10,00985,HLIG,
T000463,,Michael R. Turner,majority,11,01741,HLIG,
W000815,,Brad R. Wenstrup,majority,12,02152,HLIG,
S001192,,Chris Stewart,majority,13,02168,HLIG,
S001150,,Adam B. Schiff,minority,1,01635,HLIG,Ranking Member
H001047,,James A. Himes,minority,2,01913,HLIG,
S001185,,Terri A. Sewell,minority,3,01988,HLIG,
C001072,,André Carson,minority,4,01889,HLIG,
S001175,,Jackie Speier,minority,5,01890,HLIG,
Q000023,,Mike Quigley,minority,6,01967,HLIG,
S001193,,Eric Swalwell,minority,7,02104,HLIG,
C001091,,Joaquin Castro,minority,9,02163,HLIG,
L000554,,Frank A. LoBiondo,majority,1,00699,HLIG01,Chair
C001062,,K. Michael Conaway,majority,2,01805,HLIG01,
K000210,,Peter T. King,majority,3,00635,HLIG01,
R000583,,Thomas J. Rooney,majority,5,01916,HLIG01,
P000602,,Mike Pompeo,majority,6,02022,HLIG01,
S001193,,Eric Swalwell,minority,1,02104,HLIG01,Ranking Member
H001047,,James A. Himes,minority,2,01913,HLIG01,
C001072,,André Carson,minority,3,01889,HLIG01,
C001091,,Joaquin Castro,minority,4,02163,HLIG01,
C001062,,K. Michael Conaway,majority,3,01805,HLIG02,
K000210,,Peter T. King,majority,4,00635,HLIG02,
P000602,,Mike Pompeo,majority,5,02022,HLIG02,
R000435,,Ileana Ros-Lehtinen,majority,6,00985,HLIG02,
H001047,,James A. Himes,minority,1,01913,HLIG02,Ranking Member
S001175,,Jackie Speier,minority,2,01890,HLIG02,
Q000023,,Mike Quigley,minority,3,01967,HLIG02,
R000583,,Thomas J. Rooney,majority,1,01916,HLIG03,Chair
L000554,,Frank A. LoBiondo,majority,2,00699,HLIG03,
T000463,,Michael R. Turner,majority,4,01741,HLIG03,
W000815,,Brad R. Wenstrup,majority,5,02152,HLIG03,
S001192,,Chris Stewart,majority,6,02168,HLIG03,
Q000023,,Mike Quigley,minority,1,01967,HLIG03,Ranking Member
S001185,,Terri A. Sewell,minority,2,01988,HLIG03,
C001072,,André Carson,minority,3,01889,HLIG03,
S001175,,Jackie Speier,minority,4,01890,HLIG03,
R000435,,Ileana Ros-Lehtinen,majority,3,00985,HLIG04,
T000463,,Michael R. Turner,majority,4,01741,HLIG04,
W000815,,Brad R. Wenstrup,majority,5,02152,HLIG04,
S001192,,Chris Stewart,majority,6,02168,HLIG04,
S001185,,Terri A. Sewell,minority,1,01988,HLIG04,Ranking Member
S001193,,Eric Swalwell,minority,2,02104,HLIG04,
C001091,,Joaquin Castro,minority,4,02163,HLIG04,
G000566,,Trey Gowdy,majority,1,02058,HLZI,Chair
J000289,,Jim Jordan,majority,3,01868,HLZI,
R000580,,Peter J. Roskam,majority,4,01848,HLZI,
P000602,,Mike Pompeo,majority,5,02022,HLZI,
R000591,,Martha Roby,majority,6,01986,HLZI,
B001284,,Susan W. Brooks,majority,7,02129,HLZI,
C000984,,Elijah E. Cummings,minority,1,00256,HLZI,Ranking Member
S000510,,Adam Smith,minority,2,01528,HLZI,
S001150,,Adam B. Schiff,minority,3,01635,HLZI,
S001156,,Linda T. Sánchez,minority,4,01757,HLZI,
D000622,,Tammy Duckworth,minority,5,02123,HLZI,
C001062,,K. Michael Conaway,majority,1,01805,HSAG,Chair
G000289,,Bob Goodlatte,majority,2,00446,HSAG,
L000491,,Frank D. Lucas,majority,3,00711,HSAG,
K000362,,Steve King,majority,4,01724,HSAG,
R000575,,Mike Rogers,majority,6,01704,HSAG,
T000467,,Glenn Thompson,majority,7,01952,HSAG,
G000563,,Bob Gibbs,majority,8,02049,HSAG,
S001189,,Austin Scott,majority,9,02009,HSAG,
C001087,,"Eric A. ""Rick"" Crawford",majority,10,01989,HSAG,
D000616,,Scott DesJarlais,majority,11,02062,HSAG,
H001053,,Vicky Hartzler,majority,13,02032,HSAG,
D000612,,Jeff Denham,majority,15,01995,HSAG,
L000578,,Doug LaMalfa,majority,16,02100,HSAG,
D000619,,Rodney Davis,majority,17,02126,HSAG,
Y000065,,Ted S. Yoho,majority,18,02115,HSAG,
W000813,,Jackie Walorski,majority,19,02128,HSAG,
A000372,,Rick W. Allen,majority,20,02239,HSAG,
B001295,,Mike Bost,majority,21,02243,HSAG,
R000603,,David Rouzer,majority,22,02256,HSAG,
A000374,,Ralph Lee Abraham,majority,23,02244,HSAG,
M001194,,John R. Moolenaar,majority,24,02248,HSAG,
N000189,,Dan Newhouse,majority,25,02275,HSAG,
K000388,,Trent Kelly,majority,26,02294,HSAG,
P000258,,Collin C. Peterson,minority,1,00910,HSAG,Ranking Member
S001157,,David Scott,minority,2,01722,HSAG,
C001059,,Jim Costa,minority,3,01774,HSAG,
W000799,,Timothy J. Walz,minority,4,01856,HSAG,
F000455,,Marcia L. Fudge,minority,5,01895,HSAG,
M000312,,James P. McGovern,minority,6,01504,HSAG,
D000617,,Suzan K. DelBene,minority,7,02096,HSAG,
V000132,,Filemon Vela,minority,8,02167,HSAG,
L000580,,Michelle Lujan Grisham,minority,9,02146,HSAG,
K000382,,Ann M. Kuster,minority,10,02145,HSAG,
N000127,,Richard M. Nolan,minority,11,00867,HSAG,
B001286,,Cheri Bustos,minority,12,02127,HSAG,
M001185,,Sean Patrick Maloney,minority,13,02150,HSAG,
A000371,,Pete Aguilar,minority,15,02229,HSAG,
P000610,,Stacey E. Plaskett,minority,16,02274,HSAG,
A000370,,Alma S. Adams,minority,17,02201,HSAG,
W000813,,Jackie Walorski,majority,1,02128,HSAG03,Chair
T000467,,Glenn Thompson,majority,3,01952,HSAG03,
G000563,,Bob Gibbs,majority,4,02049,HSAG03,
C001087,,"Eric A. ""Rick"" Crawford",majority,5,01989,HSAG03,
H001053,,Vicky Hartzler,majority,6,02032,HSAG03,
D000619,,Rodney Davis,majority,8,02126,HSAG03,
Y000065,,Ted S. Yoho,majority,9,02115,HSAG03,
R000603,,David Rouzer,majority,10,02256,HSAG03,
A000374,,Ralph Lee Abraham,majority,11,02244,HSAG03,
M001194,,John R. Moolenaar,majority,12,02248,HSAG03,
M000312,,James P. McGovern,minority,1,01504,HSAG03,Ranking Member
F000455,,Marcia L. Fudge,minority,2,01895,HSAG03,
A000370,,Alma S. Adams,minority,3,02201,HSAG03,
L000580,,Michelle Lujan Grisham,minority,4,02146,HSAG03,
A000371,,Pete Aguilar,minority,5,02229,HSAG03,
P000610,,Stacey E. Plaskett,minority,6,02274,HSAG03,
D000617,,Suzan K. DelBene,minority,8,02096,HSAG03,
D000619,,Rodney Davis,majority,1,02126,HSAG14,Chair
T000467,,Glenn Thompson,majority,2,01952,HSAG14,
S001189,,Austin Scott,majority,3,02009,HSAG14,
D000612,,Jeff Denham,majority,5,01995,HSAG14,
Y000065,,Ted S. Yoho,majority,6,02115,HSAG14,
M001194,,John R. Moolenaar,majority,7,02248,HSAG14,
N000189,,Dan Newhouse,majority,8,02275,HSAG14,
D000617,,Suzan K. DelBene,minority,1,02096,HSAG14,Ranking Member
F000455,,Marcia L. Fudge,minority,2,01895,HSAG14,
M000312,,James P. McGovern,minority,3,01504,HSAG14,
K000382,,Ann M. Kuster,minority,4,02145,HSAG14,
T000467,,Glenn Thompson,majority,1,01952,HSAG15,Chair
L000491,,Frank D. Lucas,majority,2,00711,HSAG15,
K000362,,Steve King,majority,3,01724,HSAG15,
D000616,,Scott DesJarlais,majority,4,02062,HSAG15,
A000372,,Rick W. Allen,majority,7,02239,HSAG15,
B001295,,Mike Bost,majority,8,02243,HSAG15,
L000580,,Michelle Lujan Grisham,minority,1,02146,HSAG15,Ranking Member
K000382,,Ann M. Kuster,minority,2,02145,HSAG15,
N000127,,Richard M. Nolan,minority,3,00867,HSAG15,
D000617,,Suzan K. DelBene,minority,4,02096,HSAG15,
C001087,,"Eric A. ""Rick"" Crawford",majority,1,01989,HSAG16,Chair
L000491,,Frank D. Lucas,majority,2,00711,HSAG16,
R000575,,Mike Rogers,majority,4,01704,HSAG16,
G000563,,Bob Gibbs,majority,5,02049,HSAG16,
S001189,,Austin Scott,majority,6,02009,HSAG16,
D000612,,Jeff Denham,majority,7,01995,HSAG16,
L000578,,Doug LaMalfa,majority,8,02100,HSAG16,
W000813,,Jackie Walorski,majority,9,02128,HSAG16,
A000372,,Rick W. Allen,majority,10,02239,HSAG16,
B001295,,Mike Bost,majority,11,02243,HSAG16,
A000374,,Ralph Lee Abraham,majority,12,02244,HSAG16,
W000799,,Timothy J. Walz,minority,1,01856,HSAG16,Ranking Member
B001286,,Cheri Bustos,minority,2,02127,HSAG16,
S001157,,David Scott,minority,5,01722,HSAG16,
C001059,,Jim Costa,minority,6,01774,HSAG16,
M001185,,Sean Patrick Maloney,minority,7,02150,HSAG16,
S001189,,Austin Scott,majority,1,02009,HSAG22,Chair
G000289,,Bob Goodlatte,majority,2,00446,HSAG22,
L000491,,Frank D. Lucas,majority,3,00711,HSAG22,
R000575,,Mike Rogers,majority,5,01704,HSAG22,
L000578,,Doug LaMalfa,majority,6,02100,HSAG22,
D000619,,Rodney Davis,majority,7,02126,HSAG22,
K000388,,Trent Kelly,majority,8,02294,HSAG22,
S001157,,David Scott,minority,1,01722,HSAG22,Ranking Member
V000132,,Filemon Vela,minority,2,02167,HSAG22,
M001185,,Sean Patrick Maloney,minority,3,02150,HSAG22,
A000371,,Pete Aguilar,minority,5,02229,HSAG22,
R000603,,David Rouzer,majority,1,02256,HSAG29,Chair
G000289,,Bob Goodlatte,majority,2,00446,HSAG29,
K000362,,Steve King,majority,3,01724,HSAG29,
D000616,,Scott DesJarlais,majority,4,02062,HSAG29,
H001053,,Vicky Hartzler,majority,5,02032,HSAG29,
Y000065,,Ted S. Yoho,majority,6,02115,HSAG29,
N000189,,Dan Newhouse,majority,7,02275,HSAG29,
K000388,,Trent Kelly,majority,8,02294,HSAG29,
C001059,,Jim Costa,minority,1,01774,HSAG29,Ranking Member
P000610,,Stacey E. Plaskett,minority,2,02274,HSAG29,
V000132,,Filemon Vela,minority,3,02167,HSAG29,
N000127,,Richard M. Nolan,minority,4,00867,HSAG29,
B001286,,Cheri Bustos,minority,5,02127,HSAG29,
R000395,,Harold Rogers,majority,1,00977,HSAP,Chair
F000372,,Rodney P. Frelinghuysen,majority,2,00414,HSAP,
A000055,,Robert B. Aderholt,majority,3,01460,HSAP,
G000377,,Kay Granger,majority,4,01487,HSAP,
S001148,,Michael K. Simpson,majority,5,01590,HSAP,
C001048,,John Abney Culberson,majority,6,01670,HSAP,
C001051,,John R. Carter,majority,8,01752,HSAP,
C000059,,Ken Calvert,majority,9,00165,HSAP,
C001053,,Tom Cole,majority,10,01742,HSAP,
D000600,,Mario Diaz-Balart,majority,11,01717,HSAP,
D000604,,Charles W. Dent,majority,12,01799,HSAP,
G000560,,Tom Graves,majority,13,01979,HSAP,
Y000063,,Kevin Yoder,majority,14,02021,HSAP,
W000809,,Steve Womack,majority,15,01991,HSAP,
F000449,,Jeff Fortenberry,majority,16,01793,HSAP,
R000583,,Thomas J. Rooney,majority,17,01916,HSAP,
F000459,,"Charles J. ""Chuck"" Fleischmann",majority,18,02061,HSAP,
H001056,,Jaime Herrera Beutler,majority,19,02071,HSAP,
J000295,,David P. Joyce,majority,20,02154,HSAP,
V000129,,David G. Valadao,majority,21,02105,HSAP,
H001052,,Andy Harris,majority,22,02026,HSAP,
R000591,,Martha Roby,majority,23,01986,HSAP,
A000369,,Mark E. Amodei,majority,24,02090,HSAP,
S001192,,Chris Stewart,majority,25,02168,HSAP,
Y000066,,David Young,majority,28,02242,HSAP,
J000297,,Evan H. Jenkins,majority,29,02278,HSAP,
P000601,,Steven M. Palazzo,majority,30,02035,HSAP,
L000480,,Nita M. Lowey,minority,1,00709,HSAP,Ranking Member
K000009,,Marcy Kaptur,minority,2,00616,HSAP,
V000108,,Peter J. Visclosky,minority,3,01188,HSAP,
S000248,,José E. Serrano,minority,4,01042,HSAP,
D000216,,Rosa L. DeLauro,minority,5,00281,HSAP,
P000523,,David E. Price,minority,6,00930,HSAP,
R000486,,Lucille Roybal-Allard,minority,7,00997,HSAP,
B000490,,Sanford D. Bishop Jr.,minority,9,00091,HSAP,
L000551,,Barbara Lee,minority,10,01501,HSAP,
M001143,,Betty McCollum,minority,12,01653,HSAP,
R000577,,Tim Ryan,minority,14,01756,HSAP,
R000576,,C. A. Dutch Ruppersberger,minority,15,01728,HSAP,
W000797,,Debbie Wasserman Schultz,minority,16,01777,HSAP,
C001063,,Henry Cuellar,minority,17,01807,HSAP,
P000597,,Chellie Pingree,minority,18,01927,HSAP,
Q000023,,Mike Quigley,minority,19,01967,HSAP,
K000381,,Derek Kilmer,minority,20,02169,HSAP,
C001090,,Matt Cartwright,minority,21,02159,HSAP,
A000055,,Robert B. Aderholt,majority,1,01460,HSAP01,Chair
Y000063,,Kevin Yoder,majority,2,02021,HSAP01,
R000583,,Thomas J. Rooney,majority,3,01916,HSAP01,
V000129,,David G. Valadao,majority,4,02105,HSAP01,Vice Chair
H001052,,Andy Harris,majority,5,02026,HSAP01,
Y000066,,David Young,majority,6,02242,HSAP01,
P000601,,Steven M. Palazzo,majority,7,02035,HSAP01,
D000216,,Rosa L. DeLauro,minority,2,00281,HSAP01,
B000490,,Sanford D. Bishop Jr.,minority,3,00091,HSAP01,
P000597,,Chellie Pingree,minority,4,01927,HSAP01,
F000372,,Rodney P. Frelinghuysen,majority,1,00414,HSAP02,Chair
G000377,,Kay Granger,majority,2,01487,HSAP02,Vice Chair
C000059,,Ken Calvert,majority,4,00165,HSAP02,
C001053,,Tom Cole,majority,5,01742,HSAP02,
W000809,,Steve Womack,majority,6,01991,HSAP02,
A000055,,Robert B. Aderholt,majority,7,01460,HSAP02,
C001051,,John R. Carter,majority,8,01752,HSAP02,
D000600,,Mario Diaz-Balart,majority,9,01717,HSAP02,
G000560,,Tom Graves,majority,10,01979,HSAP02,
V000108,,Peter J. Visclosky,minority,1,01188,HSAP02,Ranking Member
M001143,,Betty McCollum,minority,2,01653,HSAP02,
R000577,,Tim Ryan,minority,4,01756,HSAP02,
R000576,,C. A. Dutch Ruppersberger,minority,5,01728,HSAP02,
K000009,,Marcy Kaptur,minority,6,00616,HSAP02,
G000377,,Kay Granger,majority,1,01487,HSAP04,Chair
D000600,,Mario Diaz-Balart,majority,2,01717,HSAP04,
D000604,,Charles W. Dent,majority,3,01799,HSAP04,Vice Chair
R000583,,Thomas J. Rooney,majority,5,01916,HSAP04,
F000449,,Jeff Fortenberry,majority,6,01793,HSAP04,
S001192,,Chris Stewart,majority,7,02168,HSAP04,
L000480,,Nita M. Lowey,minority,1,00709,HSAP04,Ranking Member
L000551,,Barbara Lee,minority,2,01501,HSAP04,
R000576,,C. A. Dutch Ruppersberger,minority,3,01728,HSAP04,
W000797,,Debbie Wasserman Schultz,minority,4,01777,HSAP04,
S000248,,José E. Serrano,minority,5,01042,HSAP04,
C000059,,Ken Calvert,majority,1,00165,HSAP06,Chair
S001148,,Michael K. Simpson,majority,2,01590,HSAP06,Vice Chair
C001053,,Tom Cole,majority,3,01742,HSAP06,
J000295,,David P. Joyce,majority,4,02154,HSAP06,
S001192,,Chris Stewart,majority,5,02168,HSAP06,
A000369,,Mark E. Amodei,majority,6,02090,HSAP06,
J000297,,Evan H. Jenkins,majority,7,02278,HSAP06,
M001143,,Betty McCollum,minority,1,01653,HSAP06,Ranking Member
P000597,,Chellie Pingree,minority,2,01927,HSAP06,
K000381,,Derek Kilmer,minority,3,02169,HSAP06,
C001053,,Tom Cole,majority,1,01742,HSAP07,Chair
S001148,,Michael K. Simpson,majority,2,01590,HSAP07,
W000809,,Steve Womack,majority,3,01991,HSAP07,Vice Chair
F000459,,"Charles J. ""Chuck"" Fleischmann",majority,4,02061,HSAP07,
H001052,,Andy Harris,majority,5,02026,HSAP07,
R000591,,Martha Roby,majority,6,01986,HSAP07,
D000604,,Charles W. Dent,majority,7,01799,HSAP07,
D000216,,Rosa L. DeLauro,minority,1,00281,HSAP07,Ranking Member
R000486,,Lucille Roybal-Allard,minority,2,00997,HSAP07,
L000551,,Barbara Lee,minority,3,01501,HSAP07,
S001148,,Michael K. Simpson,majority,1,01590,HSAP10,Chair
F000372,,Rodney P. Frelinghuysen,majority,2,00414,HSAP10,
C000059,,Ken Calvert,majority,3,00165,HSAP10,
F000459,,"Charles J. ""Chuck"" Fleischmann",majority,4,02061,HSAP10,Vice Chair
F000449,,Jeff Fortenberry,majority,5,01793,HSAP10,
G000377,,Kay Granger,majority,6,01487,HSAP10,
H001056,,Jaime Herrera Beutler,majority,7,02071,HSAP10,
V000129,,David G. Valadao,majority,8,02105,HSAP10,
K000009,,Marcy Kaptur,minority,1,00616,HSAP10,Ranking Member
V000108,,Peter J. Visclosky,minority,2,01188,HSAP10,
R000486,,Lucille Roybal-Allard,minority,4,00997,HSAP10,
C001051,,John R. Carter,majority,1,01752,HSAP15,Chair
C001048,,John Abney Culberson,majority,2,01670,HSAP15,
F000372,,Rodney P. Frelinghuysen,majority,3,00414,HSAP15,Vice Chair
F000459,,"Charles J. ""Chuck"" Fleischmann",majority,4,02061,HSAP15,
H001052,,Andy Harris,majority,5,02026,HSAP15,
S001192,,Chris Stewart,majority,6,02168,HSAP15,
Y000066,,David Young,majority,7,02242,HSAP15,
R000486,,Lucille Roybal-Allard,minority,1,00997,HSAP15,Ranking Member
P000523,,David E. Price,minority,2,00930,HSAP15,
C001063,,Henry Cuellar,minority,3,01807,HSAP15,
K000009,,Marcy Kaptur,minority,4,00616,HSAP15,
D000604,,Charles W. Dent,majority,1,01799,HSAP18,Chair
F000449,,Jeff Fortenberry,majority,2,01793,HSAP18,Vice Chair
R000583,,Thomas J. Rooney,majority,3,01916,HSAP18,
R000591,,Martha Roby,majority,4,01986,HSAP18,
V000129,,David G. Valadao,majority,5,02105,HSAP18,
J000295,,David P. Joyce,majority,6,02154,HSAP18,
B000490,,Sanford D. Bishop Jr.,minority,1,00091,HSAP18,Ranking Member
P000523,,David E. Price,minority,3,00930,HSAP18,
L000551,,Barbara Lee,minority,4,01501,HSAP18,
C001048,,John Abney Culberson,majority,1,01670,HSAP19,Chair
A000055,,Robert B. Aderholt,majority,2,01460,HSAP19,Vice Chair
C001051,,John R. Carter,majority,3,01752,HSAP19,
H001056,,Jaime Herrera Beutler,majority,4,02071,HSAP19,
R000591,,Martha Roby,majority,5,01986,HSAP19,
P000601,,Steven M. Palazzo,majority,7,02035,HSAP19,
S000248,,José E. Serrano,minority,2,01042,HSAP19,
K000381,,Derek Kilmer,minority,3,02169,HSAP19,
D000600,,Mario Diaz-Balart,majority,1,01717,HSAP20,Chair
J000295,,David P. Joyce,majority,2,02154,HSAP20,
C001048,,John Abney Culberson,majority,3,01670,HSAP20,
Y000063,,Kevin Yoder,majority,4,02021,HSAP20,Vice Chair
Y000066,,David Young,majority,6,02242,HSAP20,
J000297,,Evan H. Jenkins,majority,7,02278,HSAP20,
P000523,,David E. Price,minority,1,00930,HSAP20,Ranking Member
Q000023,,Mike Quigley,minority,2,01967,HSAP20,
R000577,,Tim Ryan,minority,3,01756,HSAP20,
C001063,,Henry Cuellar,minority,4,01807,HSAP20,
G000560,,Tom Graves,majority,2,01979,HSAP23,
Y000063,,Kevin Yoder,majority,3,02021,HSAP23,
W000809,,Steve Womack,majority,4,01991,HSAP23,
H001056,,Jaime Herrera Beutler,majority,5,02071,HSAP23,Vice Chair
A000369,,Mark E. Amodei,majority,6,02090,HSAP23,
S000248,,José E. Serrano,minority,1,01042,HSAP23,Ranking Member
Q000023,,Mike Quigley,minority,2,01967,HSAP23,
B000490,,Sanford D. Bishop Jr.,minority,3,00091,HSAP23,
G000560,,Tom Graves,majority,1,01979,HSAP24,Chair
A000369,,Mark E. Amodei,majority,2,02090,HSAP24,Vice Chair
J000297,,Evan H. Jenkins,majority,4,02278,HSAP24,
P000601,,Steven M. Palazzo,majority,5,02035,HSAP24,
W000797,,Debbie Wasserman Schultz,minority,1,01777,HSAP24,Ranking Member
M001143,,Betty McCollum,minority,3,01653,HSAP24,
T000238,,Mac Thornberry,majority,1,01155,HSAS,Chair
J000255,,Walter B. Jones,majority,2,00612,HSAS,
W000795,,Joe Wilson,majority,5,01688,HSAS,
L000554,,Frank A. LoBiondo,majority,6,00699,HSAS,
B001250,,Rob Bishop,majority,7,01753,HSAS,
T000463,,Michael R. Turner,majority,8,01741,HSAS,
R000575,,Mike Rogers,majority,10,01704,HSAS,
F000448,,Trent Franks,majority,11,01707,HSAS,
S001154,,Bill Shuster,majority,12,01681,HSAS,
C001062,,K. Michael Conaway,majority,13,01805,HSAS,
L000564,,Doug Lamborn,majority,14,01834,HSAS,
W000804,,Robert J. Wittman,majority,15,01886,HSAS,
H001048,,Duncan Hunter,majority,16,01909,HSAS,
C001077,,Mike Coffman,majority,18,01912,HSAS,
H001053,,Vicky Hartzler,majority,20,02032,HSAS,
S001189,,Austin Scott,majority,22,02009,HSAS,
B001274,,Mo Brooks,majority,23,01987,HSAS,
C001094,,Paul Cook,majority,25,02103,HSAS,
B001283,,Jim Bridenstine,majority,26,02155,HSAS,
W000815,,Brad R. Wenstrup,majority,27,02152,HSAS,
W000813,,Jackie Walorski,majority,28,02128,HSAS,
B001289,,Bradley Byrne,majority,29,02197,HSAS,
G000546,,Sam Graves,majority,30,01656,HSAS,
Z000018,,Ryan K. Zinke,majority,31,02254,HSAS,
S001196,,Elise M. Stefanik,majority,32,02263,HSAS,
M001197,,Martha McSally,majority,33,02225,HSAS,
K000387,,Stephen Knight,majority,34,02228,HSAS,
M001193,,Thomas MacArthur,majority,35,02258,HSAS,
R000604,,Steve Russell,majority,36,02265,HSAS,
S000510,,Adam Smith,minority,1,01528,HSAS,Ranking Member
B001227,,Robert A. Brady,minority,3,01469,HSAS,
D000598,,Susan A. Davis,minority,4,01641,HSAS,
L000559,,James R. Langevin,minority,5,01668,HSAS,
L000560,,Rick Larsen,minority,6,01675,HSAS,
C000754,,Jim Cooper,minority,7,00231,HSAS,
B001245,,Madeleine Z. Bordallo,minority,8,01723,HSAS,
C001069,,Joe Courtney,minority,9,01836,HSAS,
T000465,,Niki Tsongas,minority,10,01884,HSAS,
G000559,,John Garamendi,minority,11,01973,HSAS,
J000288,,"Henry C. ""Hank"" Johnson Jr.",minority,12,01843,HSAS,
S001175,,Jackie Speier,minority,13,01890,HSAS,
D000622,,Tammy Duckworth,minority,14,02123,HSAS,
P000608,,Scott H. Peters,minority,15,02113,HSAS,
V000131,,Marc A. Veasey,minority,16,02166,HSAS,
G000571,,Tulsi Gabbard,minority,17,02122,HSAS,
W000799,,Timothy J. Walz,minority,18,01856,HSAS,
O000170,,Beto O'Rourke,minority,19,02162,HSAS,
N000188,,Donald Norcross,minority,20,02202,HSAS,
G000574,,Ruben Gallego,minority,21,02226,HSAS,
M001196,,Seth Moulton,minority,24,02246,HSAS,
A000371,,Pete Aguilar,minority,25,02229,HSAS,
J000255,,Walter B. Jones,majority,2,00612,HSAS02,
C001077,,Mike Coffman,majority,4,01912,HSAS02,
M001193,,Thomas MacArthur,majority,5,02258,HSAS02,Vice Chair
S001196,,Elise M. Stefanik,majority,6,02263,HSAS02,
C001094,,Paul Cook,majority,7,02103,HSAS02,
K000387,,Stephen Knight,majority,8,02228,HSAS02,
D000598,,Susan A. Davis,minority,1,01641,HSAS02,Ranking Member
B001227,,Robert A. Brady,minority,2,01469,HSAS02,
T000465,,Niki Tsongas,minority,3,01884,HSAS02,
S001175,,Jackie Speier,minority,4,01890,HSAS02,
W000799,,Timothy J. Walz,minority,5,01856,HSAS02,
O000170,,Beto O'Rourke,minority,6,02162,HSAS02,
W000804,,Robert J. Wittman,majority,1,01886,HSAS03,Chair
B001250,,Rob Bishop,majority,2,01753,HSAS03,
H001053,,Vicky Hartzler,majority,3,02032,HSAS03,
S001189,,Austin Scott,majority,4,02009,HSAS03,
S001196,,Elise M. Stefanik,majority,5,02263,HSAS03,Vice Chair
L000554,,Frank A. LoBiondo,majority,6,00699,HSAS03,
R000575,,Mike Rogers,majority,7,01704,HSAS03,
W000815,,Brad R. Wenstrup,majority,10,02152,HSAS03,
G000546,,Sam Graves,majority,11,01656,HSAS03,
R000604,,Steve Russell,majority,12,02265,HSAS03,
B001245,,Madeleine Z. Bordallo,minority,1,01723,HSAS03,Ranking Member
D000598,,Susan A. Davis,minority,2,01641,HSAS03,
C001069,,Joe Courtney,minority,3,01836,HSAS03,
D000622,,Tammy Duckworth,minority,4,02123,HSAS03,
P000608,,Scott H. Peters,minority,5,02113,HSAS03,
G000571,,Tulsi Gabbard,minority,6,02122,HSAS03,
O000170,,Beto O'Rourke,minority,7,02162,HSAS03,
G000574,,Ruben Gallego,minority,8,02226,HSAS03,
H001053,,Vicky Hartzler,majority,1,02032,HSAS06,Chair
C001062,,K. Michael Conaway,majority,3,01805,HSAS06,
S001189,,Austin Scott,majority,5,02009,HSAS06,
M001197,,Martha McSally,majority,6,02225,HSAS06,
S001175,,Jackie Speier,minority,1,01890,HSAS06,Ranking Member
C000754,,Jim Cooper,minority,2,00231,HSAS06,
J000288,,"Henry C. ""Hank"" Johnson Jr.",minority,3,01843,HSAS06,
T000463,,Michael R. Turner,majority,1,01741,HSAS25,Chair
L000554,,Frank A. LoBiondo,majority,2,00699,HSAS25,
C001094,,Paul Cook,majority,5,02103,HSAS25,Vice Chair
W000815,,Brad R. Wenstrup,majority,6,02152,HSAS25,
W000813,,Jackie Walorski,majority,7,02128,HSAS25,
G000546,,Sam Graves,majority,8,01656,HSAS25,
M001197,,Martha McSally,majority,9,02225,HSAS25,
K000387,,Stephen Knight,majority,10,02228,HSAS25,
M001193,,Thomas MacArthur,majority,11,02258,HSAS25,
J000255,,Walter B. Jones,majority,12,00612,HSAS25,
W000795,,Joe Wilson,majority,13,01688,HSAS25,
T000465,,Niki Tsongas,minority,2,01884,HSAS25,
J000288,,"Henry C. ""Hank"" Johnson Jr.",minority,3,01843,HSAS25,
D000622,,Tammy Duckworth,minority,4,02123,HSAS25,
V000131,,Marc A. Veasey,minority,5,02166,HSAS25,
W000799,,Timothy J. Walz,minority,6,01856,HSAS25,
N000188,,Donald Norcross,minority,7,02202,HSAS25,
G000574,,Ruben Gallego,minority,8,02226,HSAS25,
M001196,,Seth Moulton,minority,10,02246,HSAS25,
W000795,,Joe Wilson,majority,1,01688,HSAS26,Chair
S001154,,Bill Shuster,majority,3,01681,HSAS26,
H001048,,Duncan Hunter,majority,4,01909,HSAS26,
Z000018,,Ryan K. Zinke,majority,6,02254,HSAS26,
F000448,,Trent Franks,majority,7,01707,HSAS26,Vice Chair
L000564,,Doug Lamborn,majority,8,01834,HSAS26,
B001274,,Mo Brooks,majority,9,01987,HSAS26,
B001289,,Bradley Byrne,majority,10,02197,HSAS26,
S001196,,Elise M. Stefanik,majority,11,02263,HSAS26,
L000559,,James R. Langevin,minority,1,01668,HSAS26,Ranking Member
C000754,,Jim Cooper,minority,2,00231,HSAS26,
G000559,,John Garamendi,minority,3,01973,HSAS26,
V000131,,Marc A. Veasey,minority,4,02166,HSAS26,
N000188,,Donald Norcross,minority,5,02202,HSAS26,
A000371,,Pete Aguilar,minority,7,02229,HSAS26,
C001062,,K. Michael Conaway,majority,2,01805,HSAS28,
B001289,,Bradley Byrne,majority,3,02197,HSAS28,
W000804,,Robert J. Wittman,majority,4,01886,HSAS28,
