Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2002 [YR2002],2003 [YR2003],2004 [YR2004],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Virgin Islands (U.S.),VIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,West Bank and Gaza,PSE,0,2091.490298,2367.637065,2615.172132,3584.086975,4010.599798,4631.233213,4729.142633,5008.302272,5400.655659,5495.10553,5754.779242,5795.231559,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Yemen, Rep.",YEM,2068.635871,3129.657961,3212.939984,3333.061241,4162.088451,3607.090263,3491.204325,3688.519849,0,0,0,0,0,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Zambia,ZMB,1475.717843,1784.21566,1894.349496,2029.174927,3178.872797,3323.939045,3422.626326,3578.85319,3539.434996,3430.403576,3404.663123,3485.002103,3604.628943,3623.699395
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Zimbabwe,ZWE,1773.739294,2167.019758,1827.866081,1762.520502,1830.828054,2101.825192,2375.930267,2560.777487,2612.46153,2679.510136,2806.458631,3028.245976,3203.888554,2953.484113
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Arab World,ARB,6851.732087,10201.27755,10660.27425,11683.73611,15025.46757,15514.35893,16546.02371,16501.66971,16213.19333,14609.63202,14012.69793,14557.76847,14972.43073,15216.54346
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Caribbean small states,CSS,6033.241456,10113.60514,10901.87268,11601.90178,14461.64933,14824.1738,14778.90619,15021.5393,15138.1976,14836.10367,14785.42175,15238.58418,15727.03591,16050.53382
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Central Europe and the Baltics,CEB,7087.465405,11611.06458,12306.55905,13450.80894,20750.03637,22153.15055,22972.82978,23970.93227,24984.9667,26091.07345,27753.14213,29927.55186,31739.72567,34136.1861
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Early-demographic dividend,EAR,2915.532625,4307.983306,4549.889727,4904.483776,6929.902806,7333.796251,7704.225577,7944.095613,8166.747022,8264.965368,8552.928933,8977.606584,9444.79592,9777.970848
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,East Asia & Pacific,EAS,3214.543799,6406.616907,6823.870444,7406.331408,11732.33495,12620.67095,13466.26846,14173.56608,14695.65656,15114.12041,15607.37718,16334.37469,17399.66937,18443.48878
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,East Asia & Pacific (excluding high income),EAP,1446.440853,3849.133913,4218.29654,4670.753685,8703.916277,9550.239475,10355.35465,10953.56527,11464.02972,11794.39154,12313.16888,12986.29651,14049.69969,15031.02789
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,1462.225437,3891.047211,4264.232751,4721.611303,8797.350642,9652.500238,10465.95398,11070.26245,11585.8596,11919.41549,12443.3107,13123.12612,14197.40605,15188.81431
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Euro area,EMU,16983.29121,27533.83871,27953.21245,29051.46179,35795.60234,37435.6766,37801.90603,38981.95278,39949.92374,41058.21372,43532.31908,45748.61085,47283.03595,49237.36689
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Europe & Central Asia,ECS,11804.61824,17526.85562,18180.43907,19303.77585,26123.37009,27663.18532,28424.24551,29721.71359,30468.49784,30891.08695,32293.08774,34069.87487,35535.34435,36828.26771
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Europe & Central Asia (excluding high income),ECA,7047.74326,6998.150547,7735.763389,8639.735957,15276.54089,16850.66588,17856.12033,19246.54111,19657.10755,19192.60653,19570.01631,20831.07307,22204.78387,22595.80296
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,6886.377622,7484.204888,8182.628656,9128.721661,15898.61235,17452.34739,18447.44428,19760.48882,20225.76608,19978.59904,20544.01914,21930.3687,23350.86007,24028.13862
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,European Union,EUU,14797.165,24182.18079,24674.82296,25835.04943,32871.06893,34465.41987,34937.29121,36087.54315,37076.05696,38227.79804,40553.15243,42792.2547,44386.66566,46467.4506
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Fragile and conflict affected situations,FCS,1960.256465,2847.897289,2760.934488,3152.923092,4394.660059,4369.591095,4686.00603,4843.067754,4907.887495,4687.617393,4598.69619,4756.028093,4880.144024,4962.041617
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Heavily indebted poor countries (HIPC),HPC,994.2919338,1252.862061,1297.293727,1366.753581,1846.218368,1933.249031,1970.730222,2101.673875,2231.977866,2333.767766,2378.586907,2461.567393,2557.307277,2642.025977
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,High income,HIC,18011.3609,29332.14801,30330.1024,32048.23748,39052.58188,40671.70461,41804.69417,43170.38622,44319.63165,45093.90327,46371.74953,48341.6938,50153.41483,52029.2674
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IBRD only,IBD,2920.852732,4876.473162,5208.181797,5709.415051,9270.631619,9983.316284,10598.94748,11095.96363,11425.40288,11515.87766,11920.47939,12544.85315,13366.33328,14019.891
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IDA & IBRD total,IBT,2608.023296,4204.309272,4475.14857,4887.40658,7742.356792,8299.768891,8771.663581,9171.076901,9442.920135,9517.060585,9815.454634,10293.46175,10928.09689,11419.88262
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IDA blend,IDB,1975.427206,2623.862677,2750.05784,2969.337587,4001.250308,4168.395869,4235.205777,4403.486463,4612.694861,4679.975745,4673.340198,4779.915743,4979.694776,5063.06331
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IDA only,IDX,990.9407145,1390.106834,1456.856965,1548.301852,2214.57294,2314.920816,2408.281233,2579.339988,2739.298403,2873.877863,2969.948237,3113.963425,3290.302852,3449.407228
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IDA total,IDA,1328.161699,1809.656706,1896.203916,2031.290835,2820.668489,2944.574041,3028.486958,3197.754156,3373.906614,3482.805263,3540.766737,3669.328424,3851.577803,3980.745481
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Late-demographic dividend,LTE,2866.654568,5459.568882,5931.665783,6549.241534,11553.38327,12619.98634,13474.0322,14219.83675,14708.17899,14732.42275,15180.87574,16027.52342,17232.2447,18215.70742
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latin America & Caribbean,LCN,6260.561802,8954.02743,9181.134448,9884.174545,13404.79596,14283.72121,14573.53534,15060.95132,15382.06951,15173.38751,15411.55882,16060.57587,16544.41589,16797.35933
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latin America & Caribbean (excluding high income),LAC,6232.273078,8725.6615,8936.614442,9610.846919,13027.14849,13863.36558,14119.9994,14583.50941,14891.33929,14660.56889,14893.0508,15525.4927,15983.81416,16220.42267
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,6244.97122,8867.369481,9093.776957,9783.664565,13333.0201,14217.31561,14507.40747,14997.67431,15320.19192,15106.59971,15345.69519,16002.36644,16489.8854,16736.99611
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Least developed countries: UN classification,LDC,890.1941438,1282.491208,1344.484207,1435.796086,2114.504976,2201.342452,2289.372214,2408.471274,2557.73735,2631.396414,2712.54084,2845.804898,2989.066038,3118.818673
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Low & middle income,LMY,2536.587189,4086.339966,4354.028843,4754.611715,7544.024435,8086.942341,8553.198016,8946.511663,9213.069697,9278.374509,9563.189334,10022.88802,10646.25585,11120.06435
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Low income,LIC,957.7086722,1196.980821,1245.31937,1313.235381,1836.899321,1881.139271,1865.438068,1954.479219,2102.155536,2201.436913,2244.722263,2320.749941,2407.785716,2489.11741
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lower middle income,LMC,1746.278368,2648.00911,2824.592147,3058.242759,4479.933776,4719.158783,5049.298098,5277.770925,5444.910473,5613.958344,5857.290233,6129.091753,6518.292936,6833.7778
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Middle East & North Africa,MEA,7753.379177,11774.61529,12369.56511,13462.86332,17316.04283,17905.13169,18489.49276,18369.93212,18063.07463,16283.34781,15931.46488,16573.71117,17106.74586,17471.18045
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Middle East & North Africa (excluding high income),MNA,4790.822152,7721.589757,7933.663625,8639.215893,11548.88476,11503.45887,11807.45064,11694.2542,11368.95812,10675.7136,10608.92463,10897.67481,0,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,4816.68948,7783.480858,7995.279931,8706.423581,11642.27369,11591.79497,11892.41573,11777.14025,11444.77228,10738.39488,10669.88514,10959.06451,0,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Middle income,MIC,2663.29178,4351.109679,4643.051154,5078.989962,8132.69157,8734.729874,9258.695459,9694.615934,9987.729952,10063.65403,10386.74516,10901.88122,11599.57995,12134.61702
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,North America,NAC,23516.63281,37320.59107,38783.27265,40936.59905,47633.44445,49063.4305,50683.85758,52237.7196,54118.09985,55606.59614,56778.05535,58815.11377,61541.98416,63705.09199
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Not classified,INX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,OECD members,OED,16573.77962,26207.04407,26963.63214,28393.51998,34450.27903,35873.96771,36851.35435,38152.27927,39287.34904,40408.90764,41735.46544,43398.10737,44912.71382,46466.74394
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Other small states,OSS,0,12317.72733,12900.1457,14248.70615,22419.86324,24192.33803,25302.4748,25584.90074,25406.73238,21699.13598,21159.62688,22960.78091,23542.57628,23908.79516
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Pacific island small states,PSS,2838.941538,4026.989093,4129.891266,4376.045478,4961.41879,5189.224476,5406.394254,5665.004243,6348.551185,6768.74732,6888.02054,7200.627288,7473.748705,7608.477583
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Post-demographic dividend,PST,17913.47599,28789.74021,29712.52202,31322.85773,37900.10575,39324.36755,40381.66954,41851.85509,43006.56345,44127.80687,45590.5732,47466.20628,49244.82354,51125.49151
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Pre-demographic dividend,PRE,1411.710038,2045.332828,1994.376667,2259.197046,3121.795328,3252.566829,3354.129445,3494.184973,3591.839176,3464.478494,3413.265266,3514.30296,3581.215787,3655.575319
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Small states,SST,0,11288.18582,11889.58636,13032.88768,19746.53818,21172.07955,22030.01229,22330.99556,22288.01649,19496.63101,19105.04045,20584.48035,21148.91776,21510.32578
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Asia,SAS,1242.946019,2250.899485,2417.790298,2625.668881,4005.235429,4237.678568,4566.873951,4752.153577,4928.799141,5137.335557,5455.149571,5772.075177,6194.34213,6527.256539
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Asia (IDA & IBRD),TSA,1242.946019,2250.899485,2417.790298,2625.668881,4005.235429,4237.678568,4566.873951,4752.153577,4928.799141,5137.335557,5455.149571,5772.075177,6194.34213,6527.256539
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sub-Saharan Africa,SSF,1694.833335,2148.080068,2225.378539,2373.059427,3176.942236,3312.335577,3340.053004,3510.681478,3668.278628,3697.758168,3688.153463,3754.184369,3848.406984,3919.213146
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sub-Saharan Africa (excluding high income),SSA,1687.101892,2133.630847,2210.250647,2357.398544,3157.226229,3291.779374,3319.63348,3489.701884,3647.069008,3676.127915,3665.065582,3730.745214,3823.991974,3893.963319
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1694.833335,2148.080068,2225.378539,2373.059427,3176.942236,3312.335577,3340.053004,3510.681478,3668.278628,3697.758168,3688.153463,3754.184369,3848.406984,3919.213146
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Upper middle income,UMC,3402.805494,5869.982326,6279.123682,6913.196394,11623.19249,12602.11898,13340.6371,14007.46983,14453.33903,14464.8317,14895.48452,15684.91039,16728.17464,17524.59044
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,World,WLD,5548.906085,8569.642431,8937.702467,9542.073609,12897.70234,13583.29836,14125.56342,14645.8618,15024.35575,15172.17452,15583.56532,16248.70718,17017.86647,17673.11237
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,
Last Updated: 10/15/2020,,,,,,,,,,,,,,,,,
